gene,cluster
72678_01481,group_6228
72678_01532,group_6229
72678_01724,group_3574
72678_01923,group_1600
72678_02043,group_6230
72678_02044,group_6231
72678_02483,group_6232
72678_02636,group_6233
72678_02643,group_6234
72678_02947,group_6235
72678_02968,group_6236
72678_02969,group_6237
72678_03173,group_305
72678_03188,group_6238
72678_03189,group_6239
72678_03191,group_6240
72678_03224,group_6241
72678_03225,group_3575
72678_03226,group_6242
72678_03269,group_105
72678_03270,group_106
72678_03271,group_6243
72678_03272,group_6244
72678_03656,group_6245
72678_03665,group_6246
72678_03672,group_944
72678_03893,group_203
72678_03962,group_6247
72678_04091,group_255
72678_04094,group_6248
72678_04104,group_842
72678_04345,group_6249
72678_04346,group_6250
72678_04348,group_6251
72678_04349,group_6252
72678_04350,queC_3
72678_04351,group_6254
72678_04352,ogg
72678_04353,group_6256
72678_04364,group_6257
72678_04365,group_6258
72678_04366,group_6259
789_00009,group_6260
789_00058,group_372
789_00059,group_6261
789_00124,mltC
789_00126,group_6263
789_00127,group_6264
789_00128,group_6265
789_00129,group_6266
789_00438,group_3577
789_00760,group_6267
789_01176,group_6268
789_01177,group_6269
789_01235,group_6270
789_01236,group_6271
789_01237,group_6272
789_01238,group_3578
789_01239,group_6273
789_01240,group_6274
789_01309,group_6275
789_01310,group_6276
789_01314,group_6277
789_01315,group_6278
789_01316,group_6279
789_01318,group_6280
789_01319,group_6281
789_01320,group_6282
789_01392,group_6283
789_01393,group_6284
789_01398,group_6285
789_01399,group_3579
789_01400,group_6286
789_01462,group_3580
789_01463,group_1570
789_01467,neuA
789_01468,legI_2
789_01469,siaA
789_01470,group_6290
789_01471,group_3581
789_01472,group_6291
789_01473,group_6292
789_01474,wbbD
789_01475,group_6294
789_01476,pglC
789_01529,group_2036
789_01530,group_1306
789_01716,group_6296
789_02084,group_1610
789_02085,group_836
789_02204,group_6297
789_02205,group_6298
789_02206,group_6299
789_02207,group_2511
789_02208,group_3583
789_02209,group_3584
789_02210,group_6300
789_02211,group_6301
789_02212,group_6302
789_02213,group_6303
789_02214,group_3585
789_02215,group_6304
789_02216,group_2512
789_02217,group_3587
789_02218,group_3588
789_02219,group_3589
789_02220,group_6305
789_02221,group_1880
789_02222,group_6306
789_02223,group_6307
789_02224,group_3590
789_02225,group_6308
789_02226,group_6309
789_02227,group_6310
789_02228,group_6311
789_02229,group_6312
789_02230,group_6313
789_02231,group_6314
789_02232,group_3591
789_02233,group_6315
789_02234,group_2513
789_02235,group_3592
789_02236,group_6316
789_02237,group_2514
789_02238,group_6317
789_02239,ssb_1
789_02240,group_6318
789_02241,group_3593
789_02242,group_3594
789_02243,group_2516
789_02244,group_2517
789_02245,group_6319
789_02246,group_6320
789_02247,group_2518
789_02248,group_6321
789_02249,group_6322
789_02250,group_3595
789_02251,group_6323
789_02252,group_6324
789_02253,group_6325
789_02254,group_6326
789_02255,group_1881
789_02256,group_2519
789_02257,group_6327
789_02258,recE
789_02259,group_2520
789_02260,group_6328
789_02261,group_3596
789_02262,group_6329
789_02263,group_2521
789_02264,group_3597
789_02265,group_6330
789_02266,group_6331
789_02268,group_2522
789_02269,group_3598
789_02270,group_2523
789_02271,group_2524
789_02272,group_6332
789_02273,group_3599
789_02274,group_6333
789_02275,group_6334
789_02276,group_6335
789_02277,group_6336
789_02278,group_6337
789_02339,group_2099
789_02512,group_6338
789_02513,group_6339
789_02514,group_6340
789_02515,group_6341
789_02516,group_6342
789_02858,alkA_2
789_02977,group_6343
789_02978,group_6344
789_03003,group_6345
789_03004,group_6346
789_03031,group_6347
789_03032,group_6348
789_03033,group_3600
789_03034,group_6349
789_03035,group_6350
789_03253,group_6351
789_03255,group_6352
789_03284,group_6353
789_03324,group_6354
789_03325,group_6355
789_03326,group_6356
789_03327,group_6357
789_03328,group_6358
789_03329,group_6359
789_03377,group_6360
789_03379,group_6361
789_03380,group_6362
789_03381,group_6363
789_03414,group_908
789_03546,group_1010
789_03723,group_6364
789_03725,group_3601
789_03731,group_3602
789_03801,ureR
789_03802,ureD
789_03803,ureA
789_03804,ureB
789_03805,ureC
789_03806,ureE
789_03807,ureF
789_03808,ureG
789_03838,group_6373
789_04018,group_6374
789_04049,group_750
789_04321,group_6375
789_04322,group_6376
789_04323,group_6377
789_04324,group_6378
789_04419,group_8404
950570_00119,group_6379
950570_00120,group_1855
950570_00121,group_6380
950570_00122,group_1854
950570_00123,group_1883
950570_00307,group_6381
950570_00308,group_6382
950570_00423,group_6383
950570_00761,group_374
950570_01009,group_3603
950570_01146,group_6384
950570_01150,group_6385
950570_01151,group_6386
950570_01417,group_6387
950570_01418,group_6388
950570_01419,group_6389
950570_01420,group_6390
950570_01421,group_6391
950570_01423,group_6392
950570_01424,group_6393
950570_01477,group_6394
950570_01478,group_6395
950570_01479,group_6396
950570_01662,group_6397
950570_01663,group_6398
950570_01982,group_1885
950570_01983,group_6399
950570_02377,group_6400
950570_02379,group_6401
950570_02380,group_6402
950570_02417,group_6403
950570_02418,group_6404
950570_02423,group_6405
950570_02839,group_6406
950570_02840,group_6407
950570_02841,group_6408
950570_02843,group_606
950570_02893,group_6409
950570_02894,group_6410
950570_02895,group_2
950570_03150,group_6411
950570_03151,group_6412
950570_03152,group_6413
950570_03239,group_1887
950570_03240,group_6414
950570_03242,group_6415
950570_03243,group_6416
950570_03244,group_6417
950570_03245,group_335
950570_03347,group_375
950570_03587,group_6418
950570_03588,group_6419
950570_03589,group_6420
950570_03860,group_2510
950570_04194,group_487
950570_04258,group_6421
950570_04259,group_6422
950570_04260,group_6423
950570_04261,group_6424
950570_04262,group_6425
950570_04263,group_6426
950570_04264,group_2525
950570_04265,group_2526
950570_04266,parE1
950570_04267,parD1
950570_04268,group_3605
97087_00039,group_8215
97087_00108,group_6428
97087_00110,group_6429
97087_00113,group_1062
97087_00114,group_3606
97087_00115,group_6430
97087_00118,group_6431
97087_00297,group_6432
97087_00298,group_376
97087_00335,group_1914
97087_00340,group_1917
97087_00388,group_6433
97087_00389,group_6434
97087_00390,group_6435
97087_00391,group_6436
97087_00392,group_6437
97087_00393,group_6438
97087_00394,group_6439
97087_00395,group_6440
97087_00396,group_6441
97087_00397,group_6442
97087_00398,group_3607
97087_00399,group_1061
97087_00527,group_6443
97087_00528,group_1948
97087_00530,group_6444
97087_00531,group_6445
97087_00532,group_6446
97087_00565,group_2527
97087_00776,group_6447
97087_00892,group_1271
97087_00978,group_6448
97087_00979,cusA_2
97087_00980,cusB_2
97087_00981,group_6451
97087_00982,group_6452
97087_00983,group_6453
97087_00984,group_6454
97087_00985,adhR
97087_00986,group_6456
97087_00989,group_6457
97087_00990,group_6458
97087_00991,copB
97087_00992,group_6460
97087_00993,group_6461
97087_00994,group_6462
97087_00995,group_6463
97087_00996,group_6464
97087_00997,group_1813
97087_00999,group_6465
97087_01000,group_6466
97087_01009,group_405
97087_01033,group_1547
97087_01132,group_6467
97087_01207,group_6468
97087_01208,group_6469
97087_01209,group_6470
97087_01210,group_6471
97087_01219,group_1999
97087_01245,group_2003
97087_01269,group_6472
97087_01270,group_6473
97087_01363,group_2017
97087_01365,group_6474
97087_01413,group_6475
97087_01414,group_6476
97087_01415,group_6477
97087_01416,group_6478
97087_01419,group_6479
97087_01506,group_6480
97087_01562,mdtL_3
97087_01592,group_2042
97087_01727,group_3608
97087_02339,group_3811
97087_02392,group_2529
97087_02456,group_6481
97087_02457,group_6482
97087_02497,group_6483
97087_02502,group_2115
97087_02520,group_6484
97087_02606,group_6485
97087_02682,group_408
97087_02721,group_1140
97087_02805,group_1357
97087_02814,group_6486
97087_02840,group_807
97087_02902,group_6487
97087_02944,group_6488
97087_02955,group_6489
97087_02956,group_1492
97087_02957,group_1491
97087_02958,group_6490
97087_02989,group_6491
97087_02990,group_6492
97087_02991,group_3609
97087_02992,group_6493
97087_02993,group_3610
97087_02994,group_6494
97087_02995,group_6495
97087_02996,group_3611
97087_02997,group_6496
97087_02998,group_6497
97087_02999,group_6498
97087_03000,group_6499
97087_03001,group_6500
97087_03002,group_6501
97087_03003,group_6502
97087_03004,group_6503
97087_03005,group_6504
97087_03006,group_6505
97087_03007,group_6506
97087_03169,group_6507
97087_03170,group_6508
97087_03171,group_6509
97087_03172,group_3612
97087_03173,group_6510
97087_03174,group_6511
97087_03175,group_6512
97087_03176,group_6513
97087_03177,intS_2
97087_03221,group_2166
97087_03277,group_6515
97087_03278,group_6516
97087_03279,group_6517
97087_03282,group_6518
97087_03283,yeeR_1
97087_03284,group_6520
97087_03285,group_6521
97087_03303,group_755
97087_03332,group_6522
97087_03401,group_1432
97087_03403,group_6523
97087_03464,group_6524
97087_03485,group_6525
97087_03592,group_690
97087_03621,group_323
97087_03649,group_6526
97087_03654,group_677
97087_03667,group_6527
97087_03668,group_6528
97087_03669,group_6529
97087_03670,group_6530
97087_03722,psrA_2
97087_03782,group_3613
97087_03856,group_3614
97087_03857,group_3615
97087_03858,group_6531
97087_03859,group_3616
97087_03860,group_6532
97087_03861,group_6533
97087_04262,group_6534
97087_04263,hldD
97087_04264,group_6536
97087_04265,group_6537
97087_04266,group_6538
97087_04267,group_6539
97087_04268,group_6540
97087_04296,group_6541
97087_04297,group_6542
97087_04298,mdtB
97087_04299,group_6544
97087_04300,gmr_6
97087_04301,group_6546
97087_04302,group_6547
97087_04303,group_6548
97087_04304,group_6549
97087_04305,tnsB_2
97087_04306,group_6551
97087_04329,dauA_2
97087_04330,group_6553
97087_04332,group_6554
97087_04333,ftsH_3
97087_04334,group_6556
97087_04335,group_6557
97087_04337,group_6558
97087_04338,group_6559
97087_04339,group_6560
97087_04340,group_6561
97087_04341,group_6562
97087_04342,group_6563
97087_04343,group_6564
97087_04344,group_6565
97087_04345,group_6566
97087_04346,group_6567
97087_04347,group_6568
97087_04348,group_6569
97087_04349,group_6570
97087_04350,group_6571
97087_04351,group_6572
97087_04352,group_6573
97087_04353,group_6574
97087_04354,group_6575
97087_04355,group_6576
97087_04356,group_6577
97087_04357,group_6578
97087_04363,group_6579
97087_04364,group_6580
97087_04365,group_6581
97087_04366,group_6582
97087_04368,group_1872
97087_04369,group_2376
97087_04387,group_6583
97087_04388,nrfA_4
97087_04413,group_1428
A291_00805,group_728
A291_00869,group_1785
A291_01072,group_1983
A291_01082,group_1986
A291_01282,group_6585
A291_01522,group_6586
A291_01531,group_6587
A291_01532,group_729
A291_01535,group_6588
A291_01536,group_6589
A291_01537,group_6590
A291_01538,group_6591
A291_01539,group_6592
A291_01751,group_6593
A291_01835,group_6594
A291_02552,group_730
A291_02587,group_6595
A291_02588,group_6596
A291_02874,group_8438
A291_02988,group_153
A291_02990,group_6597
A291_03025,group_124
A291_03051,group_6598
A291_03052,group_551
A291_03233,group_6599
A291_03234,group_6600
A291_03235,helY
A291_03236,group_1039
A291_03237,group_1038
A291_03276,group_451
A291_03280,group_6602
A291_03281,group_6603
A291_03282,group_6604
A291_03283,group_6605
A291_03312,group_947
A291_03422,group_9731
A291_03484,group_552
A291_03554,group_442
A291_03555,group_443
A291_03694,group_928
A291_03738,group_326
A291_03772,group_6606
A291_03773,group_6607
A291_03806,group_6608
A291_04084,lldP
A291_04226,group_1726
A291_04291,group_6609
A291_04355,group_6610
A291_04356,group_6611
A292_00122,group_6612
A292_00363,group_6613
A292_00364,group_3617
A292_00365,group_6614
A292_00366,group_6615
A292_00367,group_6616
A292_00368,group_6617
A292_00374,group_6618
A292_00375,group_6619
A292_00376,group_3618
A292_00377,group_3619
A292_00378,group_6620
A292_00379,group_6621
A292_00380,group_3620
A292_00381,group_6622
A292_00382,group_6623
A292_00383,group_6624
A292_00384,group_6625
A292_00385,group_6626
A292_00386,prkC_1
A292_00387,group_6628
A292_00388,group_6629
A292_00628,group_6630
A292_00629,group_6631
A292_00630,group_6632
A292_00641,group_6633
A292_00642,group_6634
A292_00661,group_6635
A292_00901,group_933
A292_01229,group_6636
A292_01497,group_6637
A292_01498,group_6638
A292_01500,group_6639
A292_01501,group_6640
A292_01502,group_6641
A292_01503,group_6642
A292_01504,group_6643
A292_01505,group_6644
A292_01506,fdtC
A292_01507,group_6646
A292_01508,group_6647
A292_01509,group_6648
A292_01510,group_6649
A292_01511,kfoC
A292_01512,group_6651
A292_01513,group_6652
A292_01514,wfgD
A292_01515,group_6654
A292_01516,group_6655
A292_01747,group_6656
A292_01748,group_6657
A292_01749,group_6658
A292_02005,group_6659
A292_02006,group_6660
A292_02007,group_6661
A292_02062,group_6662
A292_02063,group_2530
A292_02064,group_2531
A292_02065,group_2532
A292_02066,group_6663
A292_02067,group_6664
A292_02068,radD_2
A292_02069,group_6666
A292_02070,group_6667
A292_02071,group_6668
A292_02072,group_6669
A292_02073,group_6670
A292_02074,group_6671
A292_02075,group_6672
A292_02076,group_6673
A292_02077,group_6674
A292_02078,group_6675
A292_02079,nrdG_1
A292_02080,group_6677
A292_02081,hisK
A292_02082,group_6679
A292_02083,group_6680
A292_02084,group_3622
A292_02085,group_3623
A292_02086,intQ
A292_02087,group_3625
A292_02088,group_3626
A292_02089,group_2533
A292_02090,group_2534
A292_02091,group_3627
A292_02286,group_3628
A292_02287,group_3629
A292_02291,group_3586
A292_02293,group_6681
A292_02294,group_6682
A292_02295,group_6683
A292_02296,group_6684
A292_02297,group_6685
A292_02298,group_6686
A292_02299,group_6687
A292_02302,group_6688
A292_02303,group_6689
A292_02304,group_3630
A292_02307,group_6690
A292_02312,group_2535
A292_02313,group_6691
A292_02314,group_6692
A292_02315,group_6693
A292_02316,group_6694
A292_02317,group_6695
A292_02318,group_6696
A292_02319,group_6697
A292_02325,group_6698
A292_02327,group_6699
A292_02333,group_6700
A292_02334,group_2536
A292_02336,group_6701
A292_02337,group_6702
A292_02338,group_6703
A292_02339,group_6704
A292_02340,group_6705
A292_02343,group_6706
A292_02345,group_6707
A292_02346,group_6708
A292_02347,group_6709
A292_02351,group_6710
A292_02352,group_6711
A292_02353,group_6712
A292_02355,group_6713
A292_02404,group_250
A292_02405,group_3631
A292_02588,group_6714
A292_02589,uvrD2
A292_02590,group_6716
A292_03083,group_6717
A292_03084,group_6718
A292_03104,group_6719
A292_03105,group_6720
A292_03106,group_6721
A292_03107,group_6722
A292_03108,group_6723
A292_03323,group_6724
A292_03325,group_6725
A292_03331,group_6726
A292_03332,group_6727
A292_03333,group_6728
A292_03366,group_2384
A292_03434,group_505
A292_03466,group_6729
A292_03467,group_6730
A292_03540,group_3632
A292_03837,group_6731
A292_03906,group_3633
A292_03907,group_6732
A292_04387,dmlR_16
A292_04388,group_6734
A292_04389,group_6735
A292_04475,group_6736
A292_04476,group_103
A292_04477,group_104
A292_04485,group_946
A41_00469,group_6737
A41_00496,group_1084
A41_00509,group_6738
A41_00567,group_189
A41_00630,group_1495
A41_00657,group_30
A41_00688,group_1265
A41_00689,nupC_1
A41_00697,group_1804
A41_00698,group_430
A41_00700,group_370
A41_00701,group_6739
A41_00703,group_151
A41_00704,group_152
A41_00752,group_6740
A41_01081,group_6741
A41_01088,group_6742
A41_01089,group_6743
A41_01090,group_3634
A41_01091,group_6744
A41_01126,group_6745
A41_01176,group_1287
A41_01251,group_6746
A41_01253,group_6747
A41_01254,group_6748
A41_01255,group_6749
A41_01256,group_6750
A41_01259,group_6751
A41_01260,group_6752
A41_01263,group_6753
A41_01264,group_3636
A41_01265,group_6754
A41_01358,fliC_1
A41_01359,fliC_2
A41_01403,group_6755
A41_01404,group_6756
A41_01405,group_6757
A41_01406,group_6758
A41_01407,epsH
A41_01408,group_6760
A41_01409,group_6761
A41_01410,group_6762
A41_01411,group_6763
A41_01412,pglJ_1
A41_01413,group_6765
A41_01414,group_6766
A41_01415,group_6767
A41_01416,group_6768
A41_01430,group_9737
A41_01431,group_6769
A41_01710,group_1592
A41_01985,group_3639
A41_02088,group_6770
A41_02232,group_6771
A41_02240,group_1133
A41_02251,group_6772
A41_02255,group_6773
A41_02256,group_3640
A41_02257,group_6774
A41_02258,group_6775
A41_02423,ant1
A41_02424,group_6777
A41_02425,group_6778
A41_02451,group_6779
A41_02452,group_6780
A41_02453,group_6781
A41_02454,group_6782
A41_02466,group_6783
A41_02593,group_6784
A41_02615,group_6785
A41_02616,group_6786
A41_02619,group_6787
A41_02623,group_6788
A41_02624,group_3641
A41_02898,group_6789
A41_02899,group_6790
A41_02900,group_6791
A41_02901,group_6792
A41_02902,group_6793
A41_02903,group_6794
A41_02904,group_6795
A41_02905,group_6796
A41_02906,group_6797
A41_02907,group_6798
A41_02908,group_6799
A41_02909,group_6800
A41_02913,group_6801
A41_02914,group_6802
A41_02937,group_1490
A41_02938,group_1489
A41_02940,group_6803
A41_02965,group_6804
A41_02972,group_6805
A41_03046,group_2508
A41_03163,group_6806
A41_03188,group_6807
A41_03189,group_6808
A41_03257,group_97
A41_03260,group_2538
A41_03266,group_6809
A41_03311,group_2175
A41_03312,group_6810
A41_03446,group_2539
A41_03448,group_3642
A41_03449,group_6811
A41_03454,group_6812
A41_03455,group_6813
A41_03456,group_6814
A41_03458,group_926
A41_03459,group_6815
A41_03460,group_6816
A41_03461,group_3643
A41_03556,group_611
A41_03614,group_1219
A41_03659,group_6817
A41_03660,group_6818
A41_03724,group_6819
A41_03756,group_3644
A41_03771,group_6820
A41_04063,group_731
A41_04065,group_257
A41_04067,group_6821
A41_04082,group_1723
A41_04116,group_2282
A41_04119,group_1816
A41_04120,group_1815
A41_04226,group_6822
A41_04227,group_6823
A41_04333,yrbG_3
A41_04334,mscS_4
A41_04335,group_1199
A41_04336,group_3635
A41_04342,rapA_2
A41_04343,group_6827
A41_04344,group_6828
A41_04345,group_6829
A41_04346,group_6830
A41_04347,group_6831
A41_04353,group_6832
A41_04368,group_6833
A41_04369,group_6834
A41_04379,mcpQ_10
A41_04380,group_6835
A41_04381,group_1438
A41_04382,group_3646
A41_04383,cheV_4
A41_04384,group_2540
A41_04385,glnG_2
A41_04386,group_6838
A41_04387,group_6839
A41_04391,group_3200
A41_04392,group_3647
A41_04393,bdlA_1
A41_04394,group_2541
A41_04397,group_1817
A41_04398,group_3648
A41_04400,group_1511
A41_04401,group_6841
A41_04402,group_2495
A41_04404,group_2378
A41_04405,group_3649
A41_04406,group_108
A41_04410,group_3202
A41_04416,group_8399
A41_04417,group_2496
A41_04419,group_2542
A56_00043,group_6842
A56_00044,group_6843
A56_00045,group_6844
A56_00046,group_6845
A56_00047,group_6846
A56_00048,group_6847
A56_00049,group_6848
A56_00050,group_6849
A56_00051,group_6850
A56_00052,group_6851
A56_00053,group_6852
A56_00054,group_6853
A56_00055,group_6854
A56_00056,group_6855
A56_00057,group_6856
A56_00058,group_6857
A56_00059,group_6858
A56_00060,group_6859
A56_00061,group_6860
A56_00062,group_6861
A56_00063,group_6862
A56_00064,group_6863
A56_00065,group_6864
A56_00066,group_6865
A56_00067,group_6866
A56_00068,group_6867
A56_00069,group_6868
A56_00400,group_6869
A56_00401,group_6870
A56_00402,group_6871
A56_00403,group_6872
A56_00404,group_6873
A56_00405,group_6874
A56_00406,group_6875
A56_00407,group_6876
A56_00408,group_6877
A56_00409,group_6878
A56_00410,group_6879
A56_00411,group_6880
A56_00412,group_6881
A56_00413,group_6882
A56_00414,group_6883
A56_00415,group_6884
A56_00416,group_6885
A56_00417,group_6886
A56_00494,group_46
A56_00763,group_6887
A56_00764,group_6888
A56_00767,group_195
A56_00835,group_3650
A56_00889,group_421
A56_01101,group_6889
A56_01149,group_6890
A56_01242,group_1497
A56_01243,group_6891
A56_01244,group_6892
A56_01245,group_3651
A56_01246,group_6893
A56_01247,group_6894
A56_01248,group_3652
A56_01249,group_6895
A56_01359,group_6896
A56_01361,group_3653
A56_01364,group_145
A56_01940,group_6897
A56_02107,ydcO_1
A56_02109,group_6898
A56_02110,group_6899
A56_02111,group_6900
A56_02113,group_6901
A56_02115,group_3654
A56_02116,group_6902
A56_02117,group_6903
A56_02157,group_6904
A56_02160,group_420
A56_02302,group_6906
A56_02305,group_6907
A56_02308,group_3655
A56_02359,group_567
A56_02361,group_1532
A56_02536,group_558
A56_02537,group_557
A56_02665,group_6908
A56_02666,group_6909
A56_02667,group_6910
A56_02672,group_6911
A56_02694,group_6912
A56_02885,group_6913
A56_02886,group_6914
A56_02888,group_6915
A56_02889,group_6916
A56_02891,group_6917
A56_02892,group_6918
A56_02918,group_6919
A56_02919,group_6920
A56_02920,group_6921
A56_02921,group_6922
A56_02937,group_743
A56_02941,group_274
A56_02997,group_6923
A56_02998,group_6924
A56_03045,group_6925
A56_03047,group_6926
A56_03050,group_6927
A56_03051,group_66
A56_03069,group_8624
A56_03086,group_398
A56_03307,group_568
A56_03415,group_509
A56_03431,group_2544
A56_03432,group_3656
A56_03994,group_6928
A56_04286,group_1737
A56_04350,group_6929
A56_04359,group_6930
A56_04360,group_6931
A56_04361,group_6932
A56_04362,vatD
A56_04363,group_6934
A56_04364,group_6935
A56_04365,group_6936
A56_04366,group_6937
A56_04367,fcl
A56_04368,gmm
A56_04369,group_6940
A56_04370,group_6941
A56_04371,group_6942
A56_04372,group_6943
A56_04373,group_6944
A56_04383,group_6945
A57_00056,group_6946
A57_00057,group_6947
A57_00567,group_6948
A57_00568,group_6949
A57_00707,group_6950
A57_00827,group_6951
A57_00900,group_6952
A57_00995,group_6953
A57_01205,group_6954
A57_01206,group_6955
A57_01207,group_6956
A57_01208,group_6957
A57_01209,group_6958
A57_01230,yeeR_2
A57_01254,group_6960
A57_01255,group_6961
A57_01256,group_6962
A57_01419,group_6963
A57_01535,group_6964
A57_01540,group_6965
A57_01543,group_6966
A57_01654,group_803
A57_01670,group_2114
A57_01675,group_6967
A57_01692,group_6968
A57_01693,group_6969
A57_01753,group_1510
A57_01847,group_6970
A57_01964,group_865
A57_02045,group_1238
A57_02133,group_6971
A57_02230,group_2441
A57_02231,group_418
A57_02242,group_1098
A57_02247,group_529
A57_02386,group_406
A57_02551,group_6972
A57_02609,group_380
A57_02610,group_381
A57_02675,group_6973
A57_02677,group_6974
A57_02678,group_6975
A57_02679,group_6976
A57_02680,group_6977
A57_02682,group_6978
A57_02685,group_6979
A57_02766,group_6980
A57_02767,group_6981
A57_02768,group_6982
A57_02769,group_6983
A57_02838,group_3657
A57_02839,wbpB
A57_02840,wbpD
A57_02841,group_6985
A57_02842,group_6986
A57_02843,maa_3
A57_02844,dapH
A57_02845,group_6989
A57_02846,group_6990
A57_02847,group_6991
A57_02848,group_6992
A57_02849,group_6993
A57_03399,group_1886
A57_03400,group_1884
A57_03482,group_6994
A57_03483,group_6996
A57_03484,group_6998
A57_03485,group_7000
A57_03486,group_7002
A57_03487,group_3658
A57_03488,group_3661
A57_03489,group_7004
A57_03490,group_7006
A57_03491,group_6995
A57_03492,group_6997
A57_03493,group_6999
A57_03494,group_7001
A57_03495,group_7003
A57_03496,group_3660
A57_03497,group_3662
A57_03498,group_7005
A57_03499,group_7007
A57_03810,group_7008
A57_03814,group_1237
A57_03915,group_1718
A57_03919,acuI_1
A57_04193,group_7009
A57_04194,group_7010
A57_04196,group_7011
A57_04197,group_7012
A57_04198,group_7013
A57_04199,group_7014
A57_04200,group_7015
A57_04201,group_7016
A57_04202,group_7017
A57_04203,group_7018
A57_04204,group_7019
A57_04205,group_7020
A57_04206,group_7021
A57_04207,group_7022
A57_04208,group_7023
A57_04209,group_7024
A57_04210,sttH
A57_04211,group_7026
A57_04212,group_7027
A57_04213,group_7028
A57_04214,group_7029
A57_04225,group_7030
A57_04226,group_7031
A57_04227,repE
A57_04229,group_1239
A57_04230,norB_2
A57_04231,group_7034
A57_04232,group_7035
A57_04233,group_7036
A57_04234,group_7037
A57_04235,group_7038
A57_04236,group_7039
A58_00051,group_7040
A58_00052,group_7041
A58_00053,group_7042
A58_00054,group_7043
A58_00055,group_7044
A58_00111,group_7045
A58_00187,group_7046
A58_00368,zntA_2
A58_00375,group_7047
A58_00377,group_7048
A58_00378,group_7049
A58_00379,group_7050
A58_00380,group_7051
A58_00381,group_3663
A58_00382,group_7052
A58_00383,group_7053
A58_00384,group_3664
A58_00656,group_1524
A58_00918,group_2543
A58_01095,group_3665
A58_01096,group_7054
A58_01176,group_7055
A58_01232,group_7056
A58_01233,group_3666
A58_01234,group_3667
A58_01235,group_7057
A58_01322,group_1567
A58_01377,group_7058
A58_01444,group_7059
A58_01445,group_7060
A58_01446,group_7061
A58_01447,group_7062
A58_01448,murJ_1
A58_01449,group_7064
A58_01450,capD
A58_01451,wbjC
A58_01452,group_7067
A58_01453,group_7068
A58_01454,group_7069
A58_01455,group_7070
A58_01466,group_7071
A58_01505,group_7072
A58_01506,group_7073
A58_01610,group_7074
A58_01615,group_1583
A58_01691,group_7075
A58_01894,group_2423
A58_02063,group_7076
A58_02227,group_169
A58_02234,group_1748
A58_02408,group_7077
A58_02410,group_7078
A58_02412,group_7079
A58_02450,group_7080
A58_02451,group_7081
A58_02552,group_7082
A58_02675,group_7083
A58_02676,group_7084
A58_02799,group_2136
A58_02865,group_7085
A58_02876,group_7086
A58_02878,group_7087
A58_02880,yedQ_2
A58_02881,group_7088
A58_02940,group_7089
A58_02961,group_7090
A58_02963,group_7091
A58_02964,group_7092
A58_02965,group_7093
A58_03272,yddE_2
A58_03307,group_3668
A58_03308,group_7094
A58_03576,rapZ_1
A58_03615,group_1016
A58_03695,group_2226
A58_03697,group_7095
A58_03832,group_7096
A58_03836,group_7097
A58_04062,group_7098
A58_04063,group_7099
A58_04064,group_7100
A58_04067,group_7101
A58_04222,group_7102
A58_04225,group_7103
A58_04226,group_7104
A58_04227,group_7105
A58_04314,group_7106
A58_04315,group_7107
A58_04319,group_7108
A58_04320,group_7109
A58_04321,group_7110
A58_04322,group_7111
A58_04323,group_7112
A58_04324,group_7113
A58_04325,group_7114
A58_04326,group_7115
A58_04327,group_7116
A58_04328,group_7117
A58_04329,group_7118
A58_04330,group_7119
A58_04331,group_7120
A58_04332,group_7121
A58_04333,group_7122
A58_04334,group_7123
A58_04335,group_7124
A58_04336,group_7125
A58_04344,group_1427
A58_04346,group_463
A58_04349,group_7126
A58_04350,group_464
A59_00435,group_207
A59_01151,group_1853
A59_01218,group_2006
A59_01330,group_7127
A59_01444,group_7128
A59_01445,group_7129
A59_01446,group_7130
A59_01447,group_7131
A59_01450,group_7132
A59_01451,group_7133
A59_01452,group_7134
A59_02218,group_1334
A59_02237,group_7135
A59_02410,group_7136
A59_02452,group_62
A59_02453,group_61
A59_02765,group_7137
A59_02794,group_297
A59_02908,group_7138
A59_02910,group_1000
A59_02937,group_7139
A59_02938,group_7140
A59_02939,group_7141
A59_03002,group_7142
A59_03232,group_253
A59_03233,group_732
A59_03234,group_72
A59_03239,group_7143
A59_03288,group_7144
A59_03289,group_7145
A59_03363,group_733
A59_03364,group_254
A59_03630,group_7146
A59_03631,group_7147
A59_03632,group_7148
A59_03633,nagZ_2
A59_03865,pleD_5
A59_04215,group_3669
A59_04216,group_7150
A59_04217,group_7151
A59_04218,group_3670
A59_04219,group_3671
A59_04220,group_7152
A59_04221,group_7153
A59_04222,group_7154
A59_04223,group_7155
A59_04224,group_7156
A59_04225,group_7157
A59_04226,group_7158
A59_04256,group_9730
A60_00122,group_7159
A60_00123,group_7160
A60_00128,group_7161
A60_00363,group_7162
A60_00365,group_7163
A60_00367,group_3672
A60_00368,group_7164
A60_00371,group_3673
A60_00372,group_7165
A60_00373,group_7166
A60_00374,group_3674
A60_00379,group_7167
A60_00386,group_7168
A60_00387,group_7169
A60_00769,cyaB_1
A60_00771,group_7171
A60_00772,group_7172
A60_00773,group_7173
A60_00774,group_7174
A60_00775,group_7175
A60_00776,group_7176
A60_00777,group_7177
A60_00876,ftsZ_2
A60_01184,group_7179
A60_01185,group_7180
A60_01484,group_7181
A60_01485,group_7182
A60_01486,group_7183
A60_01487,group_7184
A60_01488,pinR_1
